それから	接続詞,*,*,*,*,*,それから,ソレカラ,ソレカラ
エホバ	名詞,一般,*,*,*,*,エホバ,エホバ,エホバ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
モー	名詞,固有名詞,人名,姓,*,*,モー,モー,モー
セ	名詞,一般,*,*,*,*,セ,セ,セ
と	助詞,並立助詞,*,*,*,*,と,ト,ト
アロン	名詞,一般,*,*,*,*,アロン,アロン,アロン
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
話し	動詞,自立,*,*,五段・サ行,連用形,話す,ハナシ,ハナシ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,イワ,イワ
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
「	記号,括弧開,*,*,*,*,「,「,「
人	名詞,一般,*,*,*,*,人,ヒト,ヒト
の	助詞,連体化,*,*,*,*,の,ノ,ノ
肉	名詞,一般,*,*,*,*,肉,ニク,ニク
の	助詞,連体化,*,*,*,*,の,ノ,ノ
皮膚	名詞,一般,*,*,*,*,皮膚,ヒフ,ヒフ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
発疹	名詞,サ変接続,*,*,*,*,発疹,ハッシン,ハッシン
または	接続詞,*,*,*,*,*,または,マタハ,マタワ
かさぶた	名詞,一般,*,*,*,*,かさぶた,カサブタ,カサブタ
または	接続詞,*,*,*,*,*,または,マタハ,マタワ
斑紋	名詞,一般,*,*,*,*,斑紋,ハンモン,ハンモン
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
生じ	動詞,自立,*,*,一段,連用形,生じる,ショウジ,ショージ
，	記号,読点,*,*,*,*,，,，,，
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
その	連体詞,*,*,*,*,*,その,ソノ,ソノ
肉	名詞,一般,*,*,*,*,肉,ニク,ニク
の	助詞,連体化,*,*,*,*,の,ノ,ノ
皮膚	名詞,一般,*,*,*,*,皮膚,ヒフ,ヒフ
において	助詞,格助詞,連語,*,*,*,において,ニオイテ,ニオイテ
まさに	副詞,一般,*,*,*,*,まさに,マサニ,マサニ
らい病	名詞,一般,*,*,*,*,らい病,ライビョウ,ライビョー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
災厄	名詞,一般,*,*,*,*,災厄,サイヤク,サイヤク
と	助詞,格助詞,一般,*,*,*,と,ト,ト
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
場合	名詞,副詞可能,*,*,*,*,場合,バアイ,バアイ
，	記号,読点,*,*,*,*,，,，,，
