さて	接続詞,*,*,*,*,*,さて,サテ,サテ
，	記号,読点,*,*,*,*,，,，,，
印	名詞,一般,*,*,*,*,印,シルシ,シルシ
により	助詞,格助詞,連語,*,*,*,により,ニヨリ,ニヨリ
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
証明	名詞,サ変接続,*,*,*,*,証明,ショウメイ,ショーメイ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
者	名詞,一般,*,*,*,*,者,モノ,モノ
たち	名詞,接尾,一般,*,*,*,たち,タチ,タチ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
い	動詞,自立,*,*,一段,連用形,いる,イ,イ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
セラヤ	名詞,一般,*,*,*,*,*
，	記号,読点,*,*,*,*,，,，,，
アザリヤ	名詞,一般,*,*,*,*,*
，	記号,読点,*,*,*,*,，,，,，
エレミヤ	名詞,一般,*,*,*,*,*
，	記号,読点,*,*,*,*,，,，,，
パシュフル	名詞,一般,*,*,*,*,*
，	記号,読点,*,*,*,*,，,，,，
アマルヤ	名詞,一般,*,*,*,*,*
，	記号,読点,*,*,*,*,，,，,，
マル	名詞,一般,*,*,*,*,マル,マル,マル
キヤ	名詞,固有名詞,一般,*,*,*,キヤ,キヤ,キヤ
，	記号,読点,*,*,*,*,，,，,，
ハトシュ	名詞,一般,*,*,*,*,*
，	記号,読点,*,*,*,*,，,，,，
シェバヌヤ	名詞,一般,*,*,*,*,*
，	名詞,数,*,*,*,*,，,，,，
マルク	名詞,接尾,助数詞,*,*,*,マルク,マルク,マルク
，	記号,読点,*,*,*,*,，,，,，
ハリム	名詞,一般,*,*,*,*,*
，	記号,読点,*,*,*,*,，,，,，
メレモト	名詞,一般,*,*,*,*,*
，	記号,読点,*,*,*,*,，,，,，
オバデヤ	名詞,一般,*,*,*,*,*
，	記号,読点,*,*,*,*,，,，,，
ダニエル	名詞,固有名詞,人名,姓,*,*,ダニエル,ダニエル,ダニエル
，	記号,読点,*,*,*,*,，,，,，
ギネトン	名詞,一般,*,*,*,*,*
，	記号,読点,*,*,*,*,，,，,，
バルク	名詞,一般,*,*,*,*,バルク,バルク,バルク
，	記号,読点,*,*,*,*,，,，,，
メシュラム	名詞,一般,*,*,*,*,*
，	記号,読点,*,*,*,*,，,，,，
アビヤ	名詞,一般,*,*,*,*,*
，	記号,読点,*,*,*,*,，,，,，
ミヤミン	名詞,一般,*,*,*,*,*
，	記号,読点,*,*,*,*,，,，,，
マアズヤ	名詞,一般,*,*,*,*,*
，	記号,読点,*,*,*,*,，,，,，
ビルガイ	名詞,一般,*,*,*,*,*
[	名詞,サ変接続,*,*,*,*,*
および	接続詞,*,*,*,*,*,および,オヨビ,オヨビ
]	名詞,サ変接続,*,*,*,*,*
シェマヤ	名詞,一般,*,*,*,*,*
で	助詞,格助詞,一般,*,*,*,で,デ,デ
，	記号,読点,*,*,*,*,，,，,，
これら	名詞,代名詞,一般,*,*,*,これら,コレラ,コレラ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
